big5_openness,big5_conscientiousness,big5_extraversion,big5_agreeableness,big5_neuroticism,class_label
0.526512946,0.152885143,0.076674421,0.032822169,0.52906433,oop
0.526512946,0.152885143,0.076674421,0.032822169,0.52906433,web-des
0.356892318,0.411307007,0.134811407,0.03117183,0.614017037,oop
0.686769765,0.339884024,0.220797645,0.022646696,0.646313514,web-pro
0.367352237,0.204591561,0.12228835,0.062521262,0.635747502,micro-oop
0.367352237,0.204591561,0.12228835,0.062521262,0.635747502,web-pro
0.450072588,0.212707623,0.067827702,0.086526359,0.575568478,micro-oop
0.450072588,0.212707623,0.067827702,0.086526359,0.575568478,database
0.188442196,0.11449795,0.227665343,0.192552268,0.037657631,oop
0.060267395,0.278208769,0.332648636,0.192860419,0.380286737,oop
0.060267395,0.278208769,0.332648636,0.192860419,0.380286737,mobile
0.188344071,0.264834478,0.24657382,0.102424209,0.404713048,statistical
0.188344071,0.264834478,0.24657382,0.102424209,0.404713048,oop
0.069047289,0.332747714,0.305723298,0.14748888,0.410246334,web-pro
0.069047289,0.332747714,0.305723298,0.14748888,0.410246334,database
0.313703564,0.185063345,0.060380183,0.0162922,0.490955151,oop
0.694694386,0.231468398,0.241777253,0.05909798,0.758769083,database
0.694694386,0.231468398,0.241777253,0.05909798,0.758769083,web-pro
0.444468987,0.295839974,0.04294196,0.0201708,0.461409925,web-pro
0.464213789,0.197217813,0.084788675,0.058614645,0.576043004,web-pro
0.464213789,0.197217813,0.084788675,0.058614645,0.576043004,web-des
0.393640665,0.266058171,0.176963843,0.106111671,0.549868159,oop
0.393640665,0.266058171,0.176963843,0.106111671,0.549868159,web-pro
0.393640665,0.266058171,0.176963843,0.106111671,0.549868159,database
0.316708831,0.261552916,0.247727412,0.107583799,0.423546283,web-pro
0.316708831,0.261552916,0.247727412,0.107583799,0.423546283,web-des
0.172161425,0.272159126,0.038715085,0.077046757,0.556984282,web-pro
0.172161425,0.272159126,0.038715085,0.077046757,0.556984282,web-des
0.369611189,0.174628185,0.078651486,0.047454902,0.451360231,oop
0.05714786,0.305115466,0.391678426,0.195500411,0.092887724,web-pro
0.05714786,0.305115466,0.391678426,0.195500411,0.092887724,database
0.387935481,0.053590458,0.11165801,0.063817794,0.390344333,web-pro
0.712392134,0.244971847,0.046092491,0.002017698,0.71139096,web-pro
0.712392134,0.244971847,0.046092491,0.002017698,0.71139096,web-des
0.695596443,0.132207642,0.028800799,0.008391978,0.586161669,oop
0.317208982,0.300677103,0.088773186,0.038357785,0.70486491,micro-oop
0.317208982,0.300677103,0.088773186,0.038357785,0.70486491,database
0.33313269,0.342767568,0.06610521,0.010385289,0.667171568,oop
0.446091322,0.268371346,0.217537416,0.048570724,0.683676504,mobile
0.247092558,0.390751337,0.026519774,0.010816727,0.567357697,oop
0.059317864,0.543208431,0.052201745,0.096905245,0.593359755,web-pro
0.596697273,0.084788808,0.005223803,0.063762519,0.463462004,oop
0.57560151,0.322013311,0.102122022,0.398381362,0.527966094,oop
0.517636475,0.431191263,0.143337694,0.083561273,0.584088976,web-pro
0.557364773,0.196564697,0.051739638,0.058870021,0.622115424,oop
0.549033229,0.274106596,0.002970078,0.000675962,0.833114559,micro-oop
0.549033229,0.274106596,0.002970078,0.000675962,0.833114559,database
0.14836627,0.119965561,0.197179011,0.150357578,0.037467978,web-pro
0.14836627,0.119965561,0.197179011,0.150357578,0.037467978,statistical
0.14836627,0.119965561,0.197179011,0.150357578,0.037467978,oop
0.557245436,0.263299104,0.038226092,0.033122094,0.582507819,micro-oop
0.230101996,0.360136758,0.145339851,0.122416188,0.492886011,oop
0.329188321,0.253226857,0.191673135,0.061817491,0.608393975,web-pro
0.329188321,0.253226857,0.191673135,0.061817491,0.608393975,oop
0.259759868,0.577512922,0.094921025,0.078619664,0.462120819,statistical
0.259759868,0.577512922,0.094921025,0.078619664,0.462120819,oop
0.200934209,0.37263791,0.209948413,0.032715909,0.414019261,web-pro
0.200934209,0.37263791,0.209948413,0.032715909,0.414019261,statistical
0.328112207,0.21757324,0.191261926,0.069920271,0.42037659,oop
0.328112207,0.21757324,0.191261926,0.069920271,0.42037659,micro-oop
0.345461811,0.255196402,0.072666882,0.03799353,0.576439767,web-pro
0.345461811,0.255196402,0.072666882,0.03799353,0.576439767,oop
0.217750353,0.323392939,0.219421063,0.138843729,0.683100457,web-pro
0.217750353,0.323392939,0.219421063,0.138843729,0.683100457,database
0.387107872,0.304544128,0.07503084,0.043873077,0.252196891,oop
0.387107872,0.304544128,0.07503084,0.043873077,0.252196891,statistical
0.387107872,0.304544128,0.07503084,0.043873077,0.252196891,web-pro
0.648425691,0.272767683,0.018750548,0.015746052,0.74823955,web-pro
0.648425691,0.272767683,0.018750548,0.015746052,0.74823955,web-des
0.496751917,0.145596539,0.063243717,0.053658816,0.45655814,web-pro
0.496751917,0.145596539,0.063243717,0.053658816,0.45655814,web-des
0.287066379,0.374664071,0.252867721,0.127074879,0.616727479,oop
0.287066379,0.374664071,0.252867721,0.127074879,0.616727479,web-pro
0.091675222,0.158659676,0.2672074,0.156229805,0.106719495,web-pro
0.347155655,0.445943767,0.036361477,0.178157606,0.676849857,oop
0.347155655,0.445943767,0.036361477,0.178157606,0.676849857,micro-oop
0.497377632,0.145119929,0.051792814,0.01168927,0.509578789,statistical
0.497377632,0.145119929,0.051792814,0.01168927,0.509578789,oop
0.562127931,0.069429811,0.008139441,0.039568183,0.448691066,web-pro
0.562127931,0.069429811,0.008139441,0.039568183,0.448691066,web-des
0.440536579,0.268571187,0.079156678,0.116657249,0.449309256,oop
0.440536579,0.268571187,0.079156678,0.116657249,0.449309256,micro-oop
0.361975248,0.174224651,0.032954467,0.007741533,0.574009178,web-pro
0.361975248,0.174224651,0.032954467,0.007741533,0.574009178,web-des
0.16291106,0.437961869,0.179144195,0.169563665,0.622779045,web-pro
0.502910753,0.325457335,0.075884387,0.012308049,0.727848032,database
0.502910753,0.325457335,0.075884387,0.012308049,0.727848032,micro-oop
0.36238333,0.413286356,0.051024785,0.066047912,0.527803147,web-pro
0.36238333,0.413286356,0.051024785,0.066047912,0.527803147,web-des
0.380032872,0.317149073,0.218575597,0.126570552,0.634348284,micro-oop
0.380032872,0.317149073,0.218575597,0.126570552,0.634348284,oop
0.1546367,0.056256774,0.089334649,0.065372515,0.146606544,web-pro
0.1546367,0.056256774,0.089334649,0.065372515,0.146606544,oop
0.309601838,0.366015072,0.104730613,0.028884015,0.459498438,micro-oop
0.303805875,0.152433859,0.237076476,0.101938353,0.417490321,oop
0.09283904,0.403502844,0.239418832,0.147813313,0.546677003,mobile
0.457083355,0.420528703,0.336508686,0.076563419,0.605818257,web-pro
0.457083355,0.420528703,0.336508686,0.076563419,0.605818257,web-des
0.330349921,0.180789519,0.220829489,0.140043237,0.520186472,web-pro
0.330349921,0.180789519,0.220829489,0.140043237,0.520186472,web-des
0.165632531,0.102151835,0.123586297,0.076342712,0.356012776,oop
0.165632531,0.102151835,0.123586297,0.076342712,0.356012776,micro-oop
0.59223413,0.563293152,0.125304978,0.026568897,0.766080708,micro-oop
0.197402153,0.525277386,0.170102615,0.055964866,0.578027964,database
0.197402153,0.525277386,0.170102615,0.055964866,0.578027964,oop
0.151844863,0.465604458,0.150193604,0.043939841,0.529210759,oop
0.151844863,0.465604458,0.150193604,0.043939841,0.529210759,web-pro
0.232434668,0.173237944,0.070771092,0.046920754,0.538020671,micro-oop
0.232434668,0.173237944,0.070771092,0.046920754,0.538020671,web-pro
0.198724623,0.153386128,0.142201945,0.093478771,0.444958981,mobile
0.113810059,0.401783507,0.216707206,0.046032228,0.262830767,oop
0.113810059,0.401783507,0.216707206,0.046032228,0.262830767,database
0.113810059,0.401783507,0.216707206,0.046032228,0.262830767,web-pro
0.362338683,0.202981799,0.116471796,0.088484129,0.348701494,micro-oop
0.141372956,0.685624828,0.296814945,0.231061412,0.772232423,web-des
0.617102564,0.263113662,0.040065603,0.03561376,0.710767785,oop
0.617102564,0.263113662,0.040065603,0.03561376,0.710767785,web-des
0.35444595,0.404840386,0.214765255,0.058384681,0.615816157,oop
0.618340586,0.073498034,0.053289057,0.003845789,0.489766868,database
0.618340586,0.073498034,0.053289057,0.003845789,0.489766868,oop
0.64501847,0.124947225,0.056521493,0.006471759,0.681345319,oop
0.102950865,0.442814544,0.17506109,0.179506999,0.581088622,database
0.05304503,0.242514633,0.250530847,0.270453691,0.445290195,web-pro
0.05304503,0.242514633,0.250530847,0.270453691,0.445290195,database
0.283340221,0.374124315,0.113972081,0.073568509,0.54874417,micro-oop
0.283340221,0.374124315,0.113972081,0.073568509,0.54874417,web-pro
0.230577571,0.161159742,0.072848863,0.081153928,0.33428869,oop
0.151656167,0.557698684,0.066211793,0.165047896,0.580398939,oop
0.151656167,0.557698684,0.066211793,0.165047896,0.580398939,database
0.2609957,0.278866271,0.132635217,0.075024073,0.5551622,oop
0.354863912,0.171093787,0.015184976,0.072712408,0.611163419,web-pro
0.354863912,0.171093787,0.015184976,0.072712408,0.611163419,database
0.354863912,0.171093787,0.015184976,0.072712408,0.611163419,web-des
0.313136526,0.2272419,0.093442672,0.115093358,0.45752649,micro-oop
0.401993308,0.380473426,0.124318731,0.099111354,0.740291827,oop
0.401993308,0.380473426,0.124318731,0.099111354,0.740291827,web-pro
0.176832755,0.30966907,0.173010979,0.169017594,0.510500178,web-pro
0.176832755,0.30966907,0.173010979,0.169017594,0.510500178,micro-oop
0.155563479,0.471309854,0.212393562,0.051854532,0.246221559,oop
0.194834285,0.437130529,0.120146283,0.127493485,0.452184514,web-pro
0.194834285,0.437130529,0.120146283,0.127493485,0.452184514,database
0.277640316,0.471408388,0.090817187,0.180939775,0.49799942,oop
0.376815683,0.27685675,0.305406783,0.130629841,0.517765876,web-pro
0.643576588,0.205979241,0.125423552,0.022764632,0.614595263,oop
0.247880522,0.283644123,0.166178183,0.043264599,0.547830141,web-pro
0.247880522,0.283644123,0.166178183,0.043264599,0.547830141,micro-oop
0.247880522,0.283644123,0.166178183,0.043264599,0.547830141,web-des
0.195096381,0.315974372,0.067073753,0.044894312,0.503242692,oop
0.195096381,0.315974372,0.067073753,0.044894312,0.503242692,web-pro
0.289227702,0.219382346,0.319413892,0.13288946,0.404886565,oop
0.182596536,0.558990778,0.018137345,0.119653244,0.541994211,web-pro
0.443634687,0.14974927,0.052041784,0.020177154,0.6177425,micro-oop
0.465001638,0.218141306,0.066409378,0.032880862,0.492077554,oop
0.465001638,0.218141306,0.066409378,0.032880862,0.492077554,micro-oop
0.447235473,0.544252326,0.579016873,0.159079232,0.884761293,micro-oop
0.589150072,0.370616645,0.155545964,0.032927078,0.625288875,mobile
0.009935869,0.415498123,0.011796512,0.019366447,0.350819422,web-pro
0.42095618,0.429940998,0.174124812,0.06263235,0.642774566,web-pro
0.42095618,0.429940998,0.174124812,0.06263235,0.642774566,micro-oop
0.38435674,0.212110898,0.155121251,0.029169498,0.552327151,oop
0.620616692,0.304839003,0.090208513,0.027669995,0.71730318,oop
0.198412808,0.476040209,0.20585151,0.088854671,0.691396153,web-pro
0.348871198,0.218249854,0.07444299,0.012139187,0.667659094,oop
0.103570257,0.350901338,0.145973714,0.095344709,0.497982748,oop
0.291262746,0.262400951,0.249768646,0.159614848,0.258760488,oop
0.291262746,0.262400951,0.249768646,0.159614848,0.258760488,statistical
0.552977684,0.315828494,0.113639637,0.01601001,0.757869904,web-pro
0.552977684,0.315828494,0.113639637,0.01601001,0.757869904,web-des
0.511030922,0.254563191,0.089695968,0.117462524,0.620708952,oop
0.497209751,0.200846136,0.081784993,0.138862609,0.446460874,statistical
0.497209751,0.200846136,0.081784993,0.138862609,0.446460874,oop
0.741606089,0.184365642,0.036234221,0.00813174,0.711418996,micro-oop
0.741606089,0.184365642,0.036234221,0.00813174,0.711418996,web-pro
0.283781334,0.521622726,0.102954392,0.144293904,0.732068046,micro-oop
0.283781334,0.521622726,0.102954392,0.144293904,0.732068046,web-pro
0.397898261,0.212069004,0.05245044,0.03187973,0.700513265,mobile
0.397898261,0.212069004,0.05245044,0.03187973,0.700513265,oop
0.109095201,0.633383605,0.199167096,0.140840436,0.462433403,web-pro
0.302480441,0.445467214,0.085310225,0.133702917,0.582325088,web-pro
0.15679603,0.407074479,0.028082953,0.008871144,0.600682259,micro-oop
0.560715262,0.196977709,0.036142713,0.015755301,0.471155001,oop
0.560715262,0.196977709,0.036142713,0.015755301,0.471155001,database
0.234464983,0.23874957,0.061678873,0.06619849,0.426129107,micro-oop
0.558485897,0.290006475,0.052007245,0.013405435,0.736390476,oop
0.36524264,0.39817784,0.057463622,0.030518979,0.640988525,web-pro
0.112500593,0.491386371,0.187757006,0.133573134,0.531858245,web-pro
0.062379926,0.423888317,0.26612038,0.082792081,0.222828741,oop
0.062379926,0.423888317,0.26612038,0.082792081,0.222828741,web-pro
0.03530536,0.187815539,0.017095678,0.005708705,0.364016629,database
0.03530536,0.187815539,0.017095678,0.005708705,0.364016629,micro-oop
0.345681579,0.418650577,0.476359327,0.186886502,0.616940407,web-pro
0.345681579,0.418650577,0.476359327,0.186886502,0.616940407,database
0.371495729,0.121306339,0.045395816,0.015817624,0.67403686,oop
0.371495729,0.121306339,0.045395816,0.015817624,0.67403686,database
0.407070749,0.236035816,0.110310998,0.089217898,0.543835922,statistical
0.079907811,0.382665171,0.253650028,0.16381421,0.345854814,web-pro
0.368671675,0.181724471,0.145376741,0.060401451,0.569171407,web-pro
0.368671675,0.181724471,0.145376741,0.060401451,0.569171407,database
0.585120931,0.072587641,0.025935738,0.033686552,0.491339336,oop
0.585120931,0.072587641,0.025935738,0.033686552,0.491339336,web-pro
0.820399197,0.384618753,0.119716881,0.027251456,0.637796297,micro-oop
0.01311179,0.263460968,0.303978791,0.241235285,0.365981239,mobile
0.19398328,0.08827766,0.118663452,0.056703389,0.26536608,oop
0.490787964,0.166235453,0.053183274,0.035075319,0.540836811,web-pro
0.490787964,0.166235453,0.053183274,0.035075319,0.540836811,web-des
0.105575271,0.326548863,0.38633298,0.184783688,0.114950136,web-pro
0.105575271,0.326548863,0.38633298,0.184783688,0.114950136,web-des
0.424312785,0.506705362,0.08337028,0.056070356,0.577908288,statistical
0.246661552,0.384204203,0.22523988,0.117577716,0.342593366,statistical
0.74937951,0.249745146,0.038354047,0.001221922,0.72035644,oop
0.055531752,0.329415435,0.334526218,0.174543754,0.165349736,oop
0.055531752,0.329415435,0.334526218,0.174543754,0.165349736,database
0.055531752,0.329415435,0.334526218,0.174543754,0.165349736,web-pro
0.055531752,0.329415435,0.334526218,0.174543754,0.165349736,mobile
0.119811842,0.43214741,0.157920246,0.132505249,0.509151367,web-pro
0.119811842,0.43214741,0.157920246,0.132505249,0.509151367,web-des
0.174564821,0.509081542,0.129702395,0.070293787,0.520465426,oop
0.568616333,0.137354229,0.029117738,0.006428025,0.502903417,web-pro
0.568616333,0.137354229,0.029117738,0.006428025,0.502903417,oop
0.164604936,0.382180055,0.305889871,0.190838827,0.444976525,web-pro
0.325351945,0.264219583,0.043093475,0.013429432,0.624687449,web-pro
0.325351945,0.264219583,0.043093475,0.013429432,0.624687449,micro-oop
0.073603471,0.243606116,0.127990938,0.047460638,0.209381122,oop
0.526423512,0.209845533,0.099741687,0.043387701,0.612331685,web-pro
0.526423512,0.209845533,0.099741687,0.043387701,0.612331685,web-des
0.057626672,0.245045392,0.043992942,0.028012121,0.409125796,micro-oop
0.83807992,0.166761661,0.171310748,0.049901291,0.676874853,web-pro
0.83807992,0.166761661,0.171310748,0.049901291,0.676874853,web-des
0.026043346,0.462363413,0.04563656,0.065400381,0.257485095,oop
0.026043346,0.462363413,0.04563656,0.065400381,0.257485095,web-des
0.026043346,0.462363413,0.04563656,0.065400381,0.257485095,database
0.809197531,0.399443522,0.13085787,0.019444347,0.653193212,oop
0.10292213,0.835395583,0.609252367,0.366331507,0.900529941,statistical
0.462773867,0.183913127,0.11601215,0.082220364,0.559776562,web-pro
0.462773867,0.183913127,0.11601215,0.082220364,0.559776562,web-des
0.324345175,0.433189817,0.142349365,0.077035503,0.517525338,micro-oop
0.373355554,0.366970887,0.266824184,0.093897411,0.664220937,web-pro
0.095783048,0.514142742,0.113470622,0.086062425,0.557603857,oop
0.215644336,0.425065966,0.220833619,0.110430097,0.421604983,micro-oop
0.10553853,0.601840349,0.181502103,0.10314935,0.65721957,web-pro
0.33642322,0.343515609,0.202360858,0.052787876,0.467104512,statistical
0.22936988,0.465353538,0.138063104,0.151599865,0.516758792,oop
0.333430864,0.450657885,0.049002887,0.027550156,0.755891276,web-pro
0.333430864,0.450657885,0.049002887,0.027550156,0.755891276,micro-oop
0.533387173,0.22805681,0.117851179,0.131704462,0.519236829,statistical
0.269083813,0.368859297,0.244378486,0.096600607,0.613163777,mobile
0.059240942,0.603468104,0.160604417,0.140524556,0.665229952,oop
0.059240942,0.603468104,0.160604417,0.140524556,0.665229952,database
0.599524083,0.303270874,0.14392789,0.045588292,0.642654033,oop
0.306112287,0.277921326,0.283630167,0.109404953,0.400233839,oop
0.306112287,0.277921326,0.283630167,0.109404953,0.400233839,web-pro
0.395199287,0.371656769,0.208162066,0.06704239,0.623806976,web-pro
0.303502774,0.250572258,0.058619513,0.009537209,0.58294427,micro-oop
0.081247422,0.381732941,0.010948761,0.00514586,0.290477484,micro-oop
0.19362698,0.435638783,0.207830368,0.094222691,0.737677068,web-pro
0.19362698,0.435638783,0.207830368,0.094222691,0.737677068,web-des
0.670544632,0.16709897,0.008676556,0.002659637,0.602373739,oop
0.670544632,0.16709897,0.008676556,0.002659637,0.602373739,oop
0.529285949,0.289694025,0.284362966,0.06271036,0.688656607,micro-oop
0.529285949,0.289694025,0.284362966,0.06271036,0.688656607,web-pro
0.636431919,0.728289145,0.246489456,0.118554719,0.883400954,micro-oop
0.636431919,0.728289145,0.246489456,0.118554719,0.883400954,database
0.084084434,0.521017801,0.067374594,0.107359887,0.693606729,web-des
0.084084434,0.521017801,0.067374594,0.107359887,0.693606729,web-pro
0.463060947,0.329322024,0.199380182,0.064326871,0.623883474,micro-oop
0.432840281,0.121554934,0.1561076,0.081485908,0.367084079,statistical
0.48048719,0.197334437,0.074934704,0.009095315,0.74304482,micro-oop
0.114302649,0.541264017,0.086547591,0.074161907,0.762989321,micro-oop
0.115666973,0.490046821,0.093283202,0.133131295,0.458146072,micro-oop
0.115666973,0.490046821,0.093283202,0.133131295,0.458146072,statistical
0.015599047,0.230662073,0.008954031,0.004639397,0.291271706,oop
0.345624975,0.266106317,0.320390385,0.071255354,0.644864081,database
0.273828938,0.561986389,0.11959258,0.071255354,0.644864081,web-pro
0.273828938,0.561986389,0.11959258,0.071255354,0.644864081,micro-oop
0.810215347,0.153191651,0.021953915,0.002349041,0.687964537,oop
0.028870145,0.40874705,0.219033139,0.158977254,0.376853273,web-pro
0.108395262,0.251085064,0.019048316,0.151302149,0.770494823,oop
0.308422387,0.274345427,0.074550206,0.022484131,0.563331285,web-pro
0.350730604,0.193023933,0.090811266,0.063262988,0.555551226,micro-oop
0.16653015,0.363702395,0.32143407,0.25673691,0.212041307,web-pro
0.16653015,0.363702395,0.32143407,0.25673691,0.212041307,web-des
0.69361297,0.561382074,0.005916006,0.012473159,0.606266226,micro-oop
0.197684943,0.579278354,0.055497594,0.141174197,0.72037374,web-pro
0.234606363,0.334761321,0.041975355,0.059746668,0.452343406,web-pro
0.022350111,0.250565714,0.325387938,0.242050004,0.342711436,web-pro
0.022350111,0.250565714,0.325387938,0.242050004,0.342711436,web-des
0.541541436,0.350290991,0.116578227,0.058477851,0.458463111,web-pro
0.30156323,0.549764333,0.065312376,0.720988927,0.496183261,oop
0.396483667,0.334346577,0.200728241,0.04730344,0.561633261,web-pro
0.144452242,0.653035881,0.078439926,0.037672246,0.842687776,database
0.10507043,0.40316954,0.046863367,0.090322325,0.480075254,oop
0.020046285,0.393780014,0.075865393,0.240692172,0.50149653,statistical
0.020046285,0.393780014,0.075865393,0.240692172,0.50149653,mobile
0.020046285,0.393780014,0.075865393,0.240692172,0.50149653,oop
0.122998037,0.382469003,0.172517581,0.693367736,0.486059453,oop
0.122998037,0.382469003,0.172517581,0.693367736,0.486059453,database
0.198624097,0.310850376,0.057165515,0.056620159,0.540419153,micro-oop
0.198624097,0.310850376,0.057165515,0.056620159,0.540419153,oop
0.198624097,0.310850376,0.057165515,0.056620159,0.540419153,web-pro
0.365266636,0.568017582,0.264713221,0.01602896,0.853985368,oop
0.38873623,0.301377856,0.08307934,0.074166561,0.661859,micro-oop
0.38873623,0.301377856,0.08307934,0.074166561,0.661859,database
0.471694925,0.272081331,0.029150878,0.125908269,0.686384563,oop
0.471694925,0.272081331,0.029150878,0.125908269,0.686384563,micro-oop
0.293616054,0.358625306,0.166629184,0.139670533,0.484794315,database
0.123799316,0.514234863,0.033519016,0.0961435,0.693509356,micro-oop
0.123799316,0.514234863,0.033519016,0.0961435,0.693509356,web-pro
0.30059246,0.219361712,0.065233118,0.038692615,0.630122266,database
0.294624584,0.485490576,0.213394424,0.115165081,0.714154487,web-pro
0.165615554,0.087722527,0.159166121,0.13744736,0.046042382,oop
0.587498131,0.148180249,0.016405608,0.008132063,0.487500075,oop
0.469512705,0.376883265,0.086379364,0.023174964,0.758773316,mobile
0.469512705,0.376883265,0.086379364,0.023174964,0.758773316,oop
0.636267268,0.130545732,0.050343795,0.063827241,0.498161196,oop
0.636267268,0.130545732,0.050343795,0.063827241,0.498161196,statistical
0.066002665,0.501866182,0.09684965,0.086924126,0.541013568,web-pro
0.066002665,0.501866182,0.09684965,0.086924126,0.541013568,database
0.100704492,0.419089322,0.153027156,0.10531777,0.559863198,web-pro
0.100704492,0.419089322,0.153027156,0.10531777,0.559863198,web-des
0.380985955,0.458853477,0.088616444,0.044237916,0.652022553,web-pro
0.380985955,0.458853477,0.088616444,0.044237916,0.652022553,web-des
0.380985955,0.458853477,0.088616444,0.044237916,0.652022553,oop
0.328880569,0.250049612,0.044524053,0.086901071,0.4960903,web-pro
0.187361956,0.565159637,0.146926403,0.11816883,0.527933455,web-pro
0.31944855,0.189543364,0.053980884,0.029881693,0.559647832,micro-oop
0.196097689,0.392223753,0.212208606,0.121794508,0.515126123,mobile
0.433606511,0.204264932,0.181528123,0.073580741,0.498442154,web-pro
0.433606511,0.204264932,0.181528123,0.073580741,0.498442154,web-des
0.178270191,0.504359944,0.199622701,0.138031099,0.505537585,oop
0.234607672,0.415323686,0.069011888,0.031196012,0.497876304,web-pro
0.234607672,0.415323686,0.069011888,0.031196012,0.497876304,oop
0.382032028,0.439561745,0.012826709,0.016593591,0.663829987,mobile
0.382032028,0.439561745,0.012826709,0.016593591,0.663829987,oop
0.334186874,0.562219206,0.203212325,0.110640558,0.615630751,web-pro
0.334186874,0.562219206,0.203212325,0.110640558,0.615630751,micro-oop
0.576305177,0.162965936,0.084418445,0.011698499,0.679912233,oop
0.161395367,0.404740479,0.132492941,0.093603328,0.473018194,oop
0.391908806,0.310732738,0.165022458,0.063969537,0.478608057,oop
0.226078675,0.457356349,0.390003599,0.126754333,0.287421951,web-pro
0.206495956,0.052861052,0.106349406,0.042730006,0.1182215,web-pro
0.206495956,0.052861052,0.106349406,0.042730006,0.1182215,database
0.10494748,0.450205436,0.221634886,0.15329671,0.512306683,mobile
0.623486395,0.290932916,0.034225213,0.006178415,0.553787322,web-pro
0.297051487,0.262958147,0.132375033,0.040003393,0.519634043,oop
0.482433349,0.323424607,0.395816448,0.062812326,0.762484458,web-pro
0.482433349,0.323424607,0.395816448,0.062812326,0.762484458,oop
0.334652875,0.255717464,0.145982578,0.033573916,0.589387254,micro-oop
0.410357841,0.346745759,0.129590137,0.131633912,0.561135362,oop
0.551913254,0.414708541,0.272823336,0.145736046,0.732930296,web-pro
0.064524148,0.306885736,0.367973187,0.22044381,0.10209049,web-pro
0.334082747,0.560755689,0.474596448,0.213068474,0.680444082,mobile
0.309903881,0.226714065,0.335455558,0.271349174,0.233841682,web-pro
0.309903881,0.226714065,0.335455558,0.271349174,0.233841682,web-des
0.285593082,0.375637489,0.086372448,0.010899464,0.526294631,micro-oop
0.285593082,0.375637489,0.086372448,0.010899464,0.526294631,oop
0.027604237,0.668774279,0.035704983,0.178028323,0.632183392,oop
0.510289057,0.540649992,0.190465602,0.167672732,0.550532753,oop
0.345565553,0.222105042,0.177529421,0.079795309,0.506642272,oop
0.553588441,0.363375571,0.333910127,0.167680701,0.724099034,micro-oop
0.16006961,0.289772571,0.158916377,0.14988169,0.527986077,web-pro
0.435164019,0.169778698,0.014642333,0.022705149,0.574037891,micro-oop
0.130685164,0.156942274,0.008614567,0.010672713,0.45655872,micro-oop
0.363737783,0.562918674,0.097314968,0.019043567,0.575187197,oop
